SG_UF,ANO_ELEICAO,CD_CARGO,DS_CARGO,NR_CANDIDATO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,NR_IDADE_DATA_POSSE,NM_COLIGACAO,SQ_COLIGACAO,NR_PARTIDO,NM_PARTIDO,QT_VOTOS,ranking_colig,CADEIRAS_r1,CADEIRAS_r2,CADEIRAS_r3,CADEIRAS_r4,eleito_r1,eleito_r2,eleito_r3,eleito_r4
PE,2018,6,DEPUTADO FEDERAL,2712,SONJA MARQUES FERREIRA,APTO,50,PARTIDO ISOLADO,170000050451,27,DEMOCRACIA CRISTÃ,122,10,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1051,SILENE MARIA BURDA,APTO,48,"PRB, PHS, AVANTE",160000050507,10,PARTIDO REPUBLICANO BRASILEIRO,122,39,2,2,2,2,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,1533,ELIETE CRESCENCIO GARCIA,APTO,46,MUITO MAIS SANTA CATARINA,240000050250,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,122,17,3,3,3,3,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,5499,LENIR DA CUNHA PANDO,APTO,78,JUNTOS O RIO GRANDE TEM SOLUÇÃO,210000050108,54,PARTIDO PÁTRIA LIVRE,121,26,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,5448,ANA LUCIA FERREIRA DE MORAIS VEIGA,APTO,52,JUNTOS O RIO GRANDE TEM SOLUÇÃO,210000050108,54,PARTIDO PÁTRIA LIVRE,121,27,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5477,VANISE SILVA E SILVA NUNES,APTO,50,PARTIDO ISOLADO,190000050607,54,PARTIDO PÁTRIA LIVRE,121,27,0,0,0,0,0,0,0,0
AC,2018,6,DEPUTADO FEDERAL,1217,JONILSON CABRAL DOS SANTOS,APTO,47,PARTIDO ISOLADO,10000050063,12,PARTIDO DEMOCRÁTICO TRABALHISTA,121,14,0,1,0,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7067,MARIA FRANCISCA MARTINS,INAPTO,67,PARTIDO ISOLADO,130000050180,70,AVANTE,120,73,3,3,3,3,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3655,JAIRO ATAIDE DA SILVA,APTO,53,PARTIDO ISOLADO,250000050515,36,PARTIDO TRABALHISTA CRISTÃO,120,25,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7067,ANDREIA VERNER DE OLIVEIRA FELIX,APTO,47,PARTIDO ISOLADO,130000050180,70,AVANTE,120,74,3,3,3,3,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,7015,MARIA SANTANA GABRIEL DOS REIS,APTO,44,FRENTE DO TRABALHO POR TODOS OS BAIANOS,50000050213,70,AVANTE,120,23,2,2,2,2,0,0,0,0
MT,2018,6,DEPUTADO FEDERAL,2801,EDNA MARAL SILVA,APTO,39,FÉ E TRABALHO III,110000050498,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,120,15,0,0,0,0,0,0,0,0
MT,2018,6,DEPUTADO FEDERAL,7045,CRISTIANE MILANI,APTO,35,PARTIDO ISOLADO,110000050860,70,AVANTE,120,6,0,0,0,0,0,0,0,0
MS,2018,6,DEPUTADO FEDERAL,5044,ALTINO MENDES DA COSTA SOBRINHO,APTO,71,PARTIDO ISOLADO,120000050345,50,PARTIDO SOCIALISMO E LIBERDADE,119,6,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5177,CELIO ROBERTO RODRIGUES DA SILVA,APTO,65,PARTIDO ISOLADO,190000050610,51,PATRIOTA,119,29,0,0,0,0,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,5003,AMAURI COSTA SALES DA SILVA,APTO,57,FRENTE DE ESQUERDA SOCIALISTA,60000050534,50,PARTIDO SOCIALISMO E LIBERDADE,119,21,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,3188,SANDRA CRISTINA RODRIGUES,APTO,50,PARTIDO ISOLADO,190000050173,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,119,57,0,0,0,0,0,0,0,0
PI,2018,6,DEPUTADO FEDERAL,3377,ANTONIO REINALDO FERNANDES DA SILVA,INAPTO,49,MUDAR PARA CUIDAR DA NOSSA GENTE,180000050225,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,119,14,0,1,0,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1581,WILSON DIAS RIBEIRO,APTO,48,PARTIDO ISOLADO,250000050112,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,119,64,2,2,2,2,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,3555,VILMA REJANE DA SILVA DA FONSECA,APTO,42,FRENTE TRABALHISTA SUSTENTAVEL,210000050135,35,PARTIDO DA MULHER BRASILEIRA,119,32,3,3,3,3,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,4399,ANDREIA GALDINO DE MORAIS,APTO,37,EM DEFESA DO CEARÁ,60000050295,43,PARTIDO VERDE,119,28,6,6,6,6,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5411,KLEBER BARBOSA DA SILVA,APTO,48,PERNAMBUCO POR UMA PÁTRIA LIVRE,170000050723,54,PARTIDO PÁTRIA LIVRE,118,35,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,5406,RENATO FABIANO MATHEUS,APTO,47,PARTIDO ISOLADO,130000050760,54,PARTIDO PÁTRIA LIVRE,118,22,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5407,NEIDE GOMES PEREIRA,APTO,42,PARTIDO ISOLADO,190000050607,54,PARTIDO PÁTRIA LIVRE,118,28,0,0,0,0,0,0,0,0
PI,2018,6,DEPUTADO FEDERAL,3369,SUEDNA MARIA DO NASCIMENTO,APTO,40,MUDAR PARA CUIDAR DA NOSSA GENTE,180000050225,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,118,15,0,1,0,1,0,0,0,0
RN,2018,6,DEPUTADO FEDERAL,2855,MARCOS ANDRE DA SILVA,APTO,38,PARTIDO ISOLADO,200000050615,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,118,7,0,0,0,0,0,0,0,0
AP,2018,6,DEPUTADO FEDERAL,4501,ALZENIR DE SOUZA SANTOS,APTO,71,ALIANÇA SOCIAL E DEMOCRATICA,30000050458,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,117,14,2,2,2,2,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,5022,BERNARDA SILVA DOS SANTOS,APTO,60,PARTIDO ISOLADO,50000050032,50,PARTIDO SOCIALISMO E LIBERDADE,117,42,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1029,NILO SERGIO MACHADO,APTO,59,PARTIDO ISOLADO,250000050175,10,PARTIDO REPUBLICANO BRASILEIRO,117,99,6,6,6,6,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2829,SERGIO ALBERTINI,INAPTO,55,MINAS À FRENTE,130000050468,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,117,75,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,9030,EDINEIDE FERREIRA DE LIMA,APTO,53,O PERNAMBUCO QUE VOCÊ QUER,170000050461,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,117,27,2,2,2,2,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,2002,ROSITÂNIA MARIA DA SILVA,APTO,38,FORÇA DA ESPERANÇA I,150000050332,20,PARTIDO SOCIAL CRISTÃO,117,21,3,3,3,3,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,2882,VAGNER DE SOUZA FERREIRA,APTO,35,UNIDOS PELO PARANÁ,160000050563,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,117,35,0,0,0,0,0,0,0,0
RN,2018,6,DEPUTADO FEDERAL,5130,WENDELLA SARA COSTA DA SILVA,APTO,30,RENOVA RN IV,200000050045,51,PATRIOTA,117,15,0,0,0,0,0,0,0,0
ES,2018,6,DEPUTADO FEDERAL,1823,ANA MARIA SOUZA RESINENTTI,INAPTO,67,A FORÇA DO TRABALHO,80000050351,18,REDE SUSTENTABILIDADE,116,20,0,0,0,0,0,0,0,0
AL,2018,6,DEPUTADO FEDERAL,1744,MARIA DE LOURDES FERREIRA MONTEIRO,INAPTO,55,MUDA ALAGOAS DE VERDADE,20000050452,17,PARTIDO SOCIAL LIBERAL,116,19,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2091,CLARA LUCIA DE ANDRADE,APTO,53,UNIDOS POR MINAS,130000050297,20,PARTIDO SOCIAL CRISTÃO,116,67,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2765,VERA MARLENE CRUZ,APTO,53,Rio Sustentável,190000050675,27,DEMOCRACIA CRISTÃ,116,62,0,1,0,1,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,2030,MARIA DOS PRAZERES GOMES DA SILVA,APTO,52,PERNAMBUCO VAI MUDAR COM SEUS DEPUTADOS FEDERAIS,170000050453,20,PARTIDO SOCIAL CRISTÃO,116,27,6,6,6,6,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,2989,HENRIQUE ÁREAS DE ARAÚJO,APTO,33,PARTIDO ISOLADO,250000050407,29,PARTIDO DA CAUSA OPERÁRIA,116,4,0,0,0,0,0,0,0,0
DF,2018,6,DEPUTADO FEDERAL,5060,HELOÍSA PIRES ZAMPROGNO GOZZI,APTO,63,ELAS POR NÓS: SEM MEDO DE MUDAR O DF,70000050081,50,PARTIDO SOCIALISMO E LIBERDADE,115,16,0,0,0,0,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,3156,LEIDIANIA PEREIRA DA SILVA VELOSO,APTO,35,JUNTOS PELO MARANHÃO,100000050395,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,115,23,2,2,2,2,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,5455,HANNE CAROLINE MEDEIROS BOUCHET,APTO,27,JUNTOS O RIO GRANDE TEM SOLUÇÃO,210000050108,54,PARTIDO PÁTRIA LIVRE,115,28,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2273,FELICIANO JOSE DOS SANTOS RODRIGUES,APTO,73,JUNTOS PELO RIO,190000050120,22,PARTIDO DA REPÚBLICA,114,60,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3308,OLGA MARIA DA SILVA LINO,APTO,63,Coligação Mobilização Sustentável por São Paulo,250000050467,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,114,76,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7069,JOAO GONÇALVES FILHO,APTO,55,PARTIDO ISOLADO,130000050180,70,AVANTE,114,75,3,3,3,3,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,2265,ELIANA BARBOSA COSTA GARCIA,APTO,51,PARTIDO ISOLADO,250000050504,22,PARTIDO DA REPÚBLICA,114,44,6,6,7,7,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,5419,ANDREIA MARIA TEOTONIO,APTO,37,PARTIDO ISOLADO,130000050760,54,PARTIDO PÁTRIA LIVRE,114,23,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,1561,DEISILANE CAROLINA DOS SANTOS,APTO,34,PRA MUDAR DE VERDADE,50000050210,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,114,50,0,0,0,0,0,0,0,0
RR,2018,6,DEPUTADO FEDERAL,1616,BÁRBARA HARIANNA BRITO DE CABRAL,APTO,22,Frente de Esquerda Socialista,230000050376,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,114,3,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,2836,EVERALDO DE MORAES SOARES,INAPTO,67,AVANÇA PERNAMBUCO,170000050457,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,113,33,2,2,2,2,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7789,JAQUELINE ELIANE DOS SANTOS,APTO,29,RECONSTRUÇÃO JÁ,130000050355,77,SOLIDARIEDADE,113,77,12,12,12,12,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,3601,DEUSDETE PIRES DA SILVA,INAPTO,79,Time do Trabalho de Todos os Baianos,50000050612,36,PARTIDO TRABALHISTA CRISTÃO,112,43,0,1,0,1,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,3601,DEUSDETE PIRES DA SILVA,INAPTO,79,Time do Trabalho de Todos os Baianos,50000050612,36,PARTIDO TRABALHISTA CRISTÃO,112,44,0,1,0,1,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,3117,RENAULT VIEIRA DE SOUZA,APTO,76,FORÇA DA ESPERANÇA V,150000050071,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,112,19,1,1,1,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3696,JAINE SOLANGE MARTINS,APTO,66,RENOVAÇÃO,130000050269,36,PARTIDO TRABALHISTA CRISTÃO,112,57,2,2,2,2,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,5425,IRMA DE LIMA DE MARTINS,APTO,57,JUNTOS O RIO GRANDE TEM SOLUÇÃO,210000050108,54,PARTIDO PÁTRIA LIVRE,112,29,0,0,0,0,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,1706,TELMA DE JESUS CORREA MORAES,APTO,53,JUNTOS PELO MARANHÃO 1,100000050372,17,PARTIDO SOCIAL LIBERAL,112,27,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,3657,GILDO RIBEIRO DE FREITAS,APTO,53,RIO GRANDE VENCEDOR,210000050441,36,PARTIDO TRABALHISTA CRISTÃO,112,43,1,1,1,1,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1836,WELLINGTON CANDIDO DA SILVA,APTO,51,PARTIDO ISOLADO,170000050757,18,REDE SUSTENTABILIDADE,112,25,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,7731,NELSON BENTO,APTO,72,PARTIDO ISOLADO,250000050143,77,SOLIDARIEDADE,111,47,0,1,0,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5409,RONALDO FERREIRA DOS SANTOS,APTO,47,PARTIDO ISOLADO,190000050607,54,PARTIDO PÁTRIA LIVRE,111,29,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,5477,ALDINEIA BARRETTO FONTES,APTO,42,LIBERTA BAHIA,50000050236,54,PARTIDO PÁTRIA LIVRE,111,22,1,1,1,1,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,1709,CRISTIANE ROBERTA CARVALHO MARTINS,APTO,39,JUNTOS PARA RENOVAR,60000050319,17,PARTIDO SOCIAL LIBERAL,111,29,0,1,0,1,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1850,MAYNÃ MARTINEZ ARAUJO,APTO,33,Coligação do bem e da verdade para mudar o Paraná,160000050264,18,REDE SUSTENTABILIDADE,111,42,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,5456,LELITO PINHEIRO DOS SANTOS,INAPTO,76,LIBERTA BAHIA,50000050236,54,PARTIDO PÁTRIA LIVRE,110,23,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,2867,MARIA DONIZETTI SILVEIRA DOS SANTOS,APTO,53,PARTIDO ISOLADO,250000050631,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,110,43,0,0,0,0,0,0,0,0
TO,2018,6,DEPUTADO FEDERAL,1733,ROGERIA FERNANDA SILVA SANTOS,APTO,46,JUNTO COM O POVO,270000050684,17,PARTIDO SOCIAL LIBERAL,110,16,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,1887,JOVENICE SANTANA ANDRÉ,APTO,43,COLIGAÇÃO REDE PATRIOTA,50000050122,18,REDE SUSTENTABILIDADE,110,59,0,0,0,0,0,0,0,0
MT,2018,6,DEPUTADO FEDERAL,2808,PELUZIA OLIVEIRA DO NASCIMENTO,APTO,43,FÉ E TRABALHO III,110000050498,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,110,16,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5188,ROSILANE ALVES DA SILVA,APTO,43,PARTIDO ISOLADO,170000050462,51,PATRIOTA,110,32,1,1,1,1,0,0,0,0
RR,2018,6,DEPUTADO FEDERAL,4041,JOSUÉ DA SILVA CAVALCANTE,APTO,41,JUNTOS POR RORAIMA,230000050093,40,PARTIDO SOCIALISTA BRASILEIRO,110,9,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,5062,MARCELA PEREIRA DAS VIRGENS SANTOS,APTO,40,PARTIDO ISOLADO,50000050032,50,PARTIDO SOCIALISMO E LIBERDADE,110,43,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4464,ANDRE DOS SANTOS SOUZA,APTO,39,PARTIDO ISOLADO,250000050480,44,PARTIDO REPUBLICANO PROGRESSISTA,110,69,0,0,0,0,0,0,0,0
RN,2018,6,DEPUTADO FEDERAL,2890,ROSA MARIA PEREIRA DE SOUZA,APTO,38,PARTIDO ISOLADO,200000050615,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,110,8,0,0,0,0,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,3607,JANAINA BARBOSA RODRIGUES,APTO,37,PARTIDO ISOLADO,240000050256,36,PARTIDO TRABALHISTA CRISTÃO,110,17,0,0,0,0,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,3113,FRANCISCA ANDRESSA CARDOSO NORANTE,APTO,24,JUNTOS PELO MARANHÃO,100000050395,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,110,24,2,2,2,2,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5120,MOISES FRANCISCO DA SILVA,APTO,65,PARTIDO ISOLADO,170000050462,51,PATRIOTA,109,33,1,1,1,1,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,5058,ELIZABETH NUNES DOS SANTOS,APTO,51,PARTIDO ISOLADO,90000050057,50,PARTIDO SOCIALISMO E LIBERDADE,109,14,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1299,ROSANA VICENTE DO NASCIMENTO,APTO,45,RENOVAR PARA MUDAR,190000050414,12,PARTIDO DEMOCRÁTICO TRABALHISTA,109,68,3,3,3,3,0,0,0,0
RO,2018,6,DEPUTADO FEDERAL,2890,TEREZINHA DA SILVA SANTOS,APTO,61,PARTIDO ISOLADO,220000050733,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,108,3,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,3121,TEREZINHA APARECIDA DIAS MARTINS,APTO,48,PARTIDO ISOLADO,190000050173,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,108,58,0,0,0,0,0,0,0,0
TO,2018,6,DEPUTADO FEDERAL,4020,ANTONIA DIVINA TARCILIA DOS SANTOS,APTO,46,RENOVA TOCANTINS,270000050293,40,PARTIDO SOCIALISTA BRASILEIRO,108,15,3,3,3,3,0,0,0,0
AL,2018,6,DEPUTADO FEDERAL,2727,RORYERTON FREIRE DE OLIVEIRA,APTO,43,Avança mais Alagoas III,20000050718,27,DEMOCRACIA CRISTÃ,108,9,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,5060,LUCILDO TEODORO,APTO,42,PSOL-PCB,160000050699,50,PARTIDO SOCIALISMO E LIBERDADE,108,29,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7092,MARIA DAS GRACAS SANTOS LOPES,INAPTO,40,PARTIDO ISOLADO,130000050180,70,AVANTE,108,76,3,3,3,3,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,5468,CARMEN LUCIA PEREIRA DOS SANTOS CAETANO,APTO,33,PARTIDO ISOLADO,130000050760,54,PARTIDO PÁTRIA LIVRE,108,24,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7092,MAGNA APARECIDA DA SILVA,APTO,31,PARTIDO ISOLADO,130000050180,70,AVANTE,108,77,3,3,3,3,0,0,0,0
PI,2018,6,DEPUTADO FEDERAL,2770,ANDREA DA ROCHA OLIVEIRA,APTO,21,PARTIDO ISOLADO,180000050029,27,DEMOCRACIA CRISTÃ,108,6,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,2865,MARIA GERALIS SOARES LIMA PASSARELLO,INAPTO,60,PARTIDO ISOLADO,250000050631,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,107,44,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2095,CELIA REGINA DE SOUSA PEREIRA,APTO,55,UNIDOS POR MINAS,130000050297,20,PARTIDO SOCIAL CRISTÃO,107,68,2,2,2,2,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,5060,FELICIANO DA COSTA CORRÊA JÚNIOR,APTO,53,VAMOS SEM MEDO DE MUDAR O MARANHÃO,100000050484,50,PARTIDO SOCIALISMO E LIBERDADE,107,14,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,1506,RITA DE CASSIA MACHADO CARREGOSA,APTO,51,PRA MUDAR DE VERDADE,50000050210,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,107,51,0,0,0,0,0,0,0,0
RR,2018,6,DEPUTADO FEDERAL,1977,FRANCISCO CARLOS NOBRE,APTO,41,JUNTOS SOMOS FORTES,230000050767,19,PODEMOS,107,9,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3620,VANIA HILÁRIO DE JESUS CASTRO,APTO,39,RENOVAÇÃO,130000050269,36,PARTIDO TRABALHISTA CRISTÃO,107,58,2,2,2,2,0,0,0,0
AP,2018,6,DEPUTADO FEDERAL,5566,RICELY COSTA SANTOS,APTO,36,ALIANÇA SOCIAL E DEMOCRATICA,30000050458,55,PARTIDO SOCIAL DEMOCRÁTICO,107,15,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3626,DANUBIA FLORIANO CHAGAS PEREIRA,APTO,35,PARTIDO ISOLADO,250000050515,36,PARTIDO TRABALHISTA CRISTÃO,107,26,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5032,DIEGO SOARES BARROS,APTO,23,A Esperança Não Tem Medo,170000050194,50,PARTIDO SOCIALISMO E LIBERDADE,107,36,0,0,0,0,0,0,0,0
RR,2018,6,DEPUTADO FEDERAL,9000,LUIZ ROBERTO PAREDES BARROSO,APTO,59,CONSTRUIR UM NOVO BRASIL,230000050161,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,106,12,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1489,CELSO FRANCISCO OLIVEIRA DA SILVA,APTO,41,UNIDOS POR MINAS,130000050297,14,PARTIDO TRABALHISTA BRASILEIRO,106,69,2,2,2,2,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7085,KESSIA APARECIDA BATISTA,INAPTO,31,PARTIDO ISOLADO,130000050180,70,AVANTE,106,78,3,3,3,3,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,5466,INGRYD GOMES VIEIRA TOMAINO,APTO,30,PARTIDO ISOLADO,130000050760,54,PARTIDO PÁTRIA LIVRE,106,25,0,0,0,0,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,5001,MARCELO FURTADO MACHADO LEITÃO,APTO,28,PARTIDO ISOLADO,40000050067,50,PARTIDO SOCIALISMO E LIBERDADE,106,14,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7085,GRAZIELA SILVA SANTOS,APTO,23,PARTIDO ISOLADO,130000050180,70,AVANTE,106,79,3,3,3,3,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,1566,MARIA CREZILDA TEIXEIRA PIRES,APTO,72,MDB/PHS/AVANTE/SD/PSD/PSC/PODEMOS/PRB,60000050146,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,105,30,4,3,4,3,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,4355,FRANCISCA DE ARAUJO DANTAS,APTO,67,UNIDOS PARA MUDAR A BAHIA,50000050223,43,PARTIDO VERDE,105,56,6,5,6,5,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,6522,RITA FERREIRA DE SOUZA,APTO,51,O POVO FELIZ DE NOVO,40000050768,65,PARTIDO COMUNISTA DO BRASIL,105,12,1,1,1,1,0,0,0,0
AM,2018,6,DEPUTADO FEDERAL,5155,ANDREIA DANTAS DE SOUZA LIMA,INAPTO,47,PARTIDO ISOLADO,40000050133,51,PATRIOTA,105,6,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,7094,WAGNER CEOLIN,APTO,45,PARTIDO ISOLADO,250000050187,70,AVANTE,105,98,0,0,0,0,0,0,0,0
RR,2018,6,DEPUTADO FEDERAL,1789,ANTERO CORREIA DE SÁ NETO,APTO,67,RORAIMA ACIMA DE TUDO,230000050174,17,PARTIDO SOCIAL LIBERAL,104,15,3,2,3,2,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,5056,GERSON AVELINO DA SILVA,APTO,58,PARTIDO ISOLADO,50000050032,50,PARTIDO SOCIALISMO E LIBERDADE,104,44,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3659,JOSUE LIMA LINS,APTO,59,PARTIDO ISOLADO,250000050515,36,PARTIDO TRABALHISTA CRISTÃO,103,27,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3355,CLOVIS GUIMARÃES,APTO,58,UNIDOS POR MINAS,130000050297,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,103,70,2,2,2,2,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,2881,MOISES ROSA SANTANA,APTO,54,UNIDOS PELO PARANÁ,160000050563,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,103,36,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5433,MABEL IRIS DA SILVA,APTO,49,PERNAMBUCO POR UMA PÁTRIA LIVRE,170000050723,54,PARTIDO PÁTRIA LIVRE,103,36,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,3199,MARCELO HENRIQUES BAPTISTA,APTO,48,PARTIDO ISOLADO,190000050173,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,103,59,0,0,0,0,0,0,0,0
DF,2018,6,DEPUTADO FEDERAL,3617,NAIARA LOURENÇO,APTO,47,RENOVAR DF,70000050659,36,PARTIDO TRABALHISTA CRISTÃO,103,16,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4496,LEOMAR DE CASTRO GOMES FERNANDES,APTO,40,PARTIDO ISOLADO,190000050661,44,PARTIDO REPUBLICANO PROGRESSISTA,103,62,1,1,1,1,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,2877,VANESSA WITT RIOS DE SOUZA,APTO,37,PARA CRESCER COM SANTA CATARINA,240000050258,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,103,7,0,0,0,0,0,0,0,0
