SG_UF,ANO_ELEICAO,CD_CARGO,DS_CARGO,NR_CANDIDATO,NM_CANDIDATO,DS_SITUACAO_CANDIDATURA,NR_IDADE_DATA_POSSE,NM_COLIGACAO,SQ_COLIGACAO,NR_PARTIDO,NM_PARTIDO,QT_VOTOS,ranking_colig,CADEIRAS_r1,CADEIRAS_r2,CADEIRAS_r3,CADEIRAS_r4,eleito_r1,eleito_r2,eleito_r3,eleito_r4
CE,2018,6,DEPUTADO FEDERAL,1752,CINTHIA FERNANDES DE MOURA,INAPTO,30,JUNTOS PARA RENOVAR,60000050319,17,PARTIDO SOCIAL LIBERAL,145,28,0,1,0,1,0,0,0,0
RR,2018,6,DEPUTADO FEDERAL,2777,ANTONIO SERGIO NUNES CUNHA,APTO,28,UNIDOS POR RORAIMA,230000050066,27,DEMOCRACIA CRISTÃ,145,13,3,2,3,2,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,5075,JOSE PEDRO CARDOSO,APTO,64,PARTIDO ISOLADO,90000050057,50,PARTIDO SOCIALISMO E LIBERDADE,144,13,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2027,LUZINEIDE MENEZES DO NASCIMENTO,APTO,60,POR UM RIO FELIZ,190000050205,20,PARTIDO SOCIAL CRISTÃO,144,63,2,2,2,2,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,1177,JOSE MARIA MACEDO JUNIOR,APTO,58,EM DEFESA DO CEARÁ,60000050295,11,PARTIDO PROGRESSISTA,144,27,6,6,6,6,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3307,EDILENE MARIA MAZER DOS SANTOS,APTO,55,Coligação Mobilização Sustentável por São Paulo,250000050467,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,144,72,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,2788,EVELIM STRAUB DE OLIVEIRA,APTO,53,Coligação do bem e da verdade para mudar o Paraná,160000050264,27,DEMOCRACIA CRISTÃ,144,41,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1995,CICERA MARIA DA SILVA,APTO,52,JUNTOS PELO RIO,190000050120,19,PODEMOS,144,57,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5584,FLAVIA CRISTINA DA SILVA DE SANTANA,APTO,44,PARTIDO ISOLADO,190000050208,55,PARTIDO SOCIAL DEMOCRÁTICO,144,56,4,3,4,3,0,0,0,0
RN,2018,6,DEPUTADO FEDERAL,5104,MARIA JOSÉ VITOR DA SILVA,APTO,42,RENOVA RN IV,200000050045,51,PATRIOTA,144,12,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2838,DALVA PEREIRA DE OLIVEIRA,APTO,37,MINAS À FRENTE,130000050468,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,144,72,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1850,LINDIANE DA SILVA FARIAS,INAPTO,32,PARTIDO ISOLADO,170000050757,18,REDE SUSTENTABILIDADE,144,23,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,2565,QUÉLEM CÁSSIA ALVES ROSA,APTO,30,UNIDOS PARA MUDAR A BAHIA,50000050223,25,DEMOCRATAS,144,54,6,5,6,5,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,9080,RAQUEL BRUGNERA ALCANTARA,APTO,30,ENDIREITA RIO GRANDE,210000050101,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,144,35,4,4,4,4,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1850,ALEXSANDRA GREGORIO DA SILVA,APTO,26,PARTIDO ISOLADO,170000050757,18,REDE SUSTENTABILIDADE,144,24,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4407,JOSIMAR MENDES BARRADAS,APTO,58,PARTIDO ISOLADO,190000050661,44,PARTIDO REPUBLICANO PROGRESSISTA,143,60,1,1,1,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5428,CARLOS MAGNO MEDEIROS,APTO,55,PARTIDO ISOLADO,190000050607,54,PARTIDO PÁTRIA LIVRE,143,26,0,0,0,0,0,0,0,0
DF,2018,6,DEPUTADO FEDERAL,2714,JUSCELIA LUISA DE OLIVEIRA,INAPTO,54,PARTIDO ISOLADO,70000050746,27,DEMOCRACIA CRISTÃ,143,12,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,3677,SILVANA APARECIDA ZANIN,APTO,54,RIO GRANDE VENCEDOR,210000050441,36,PARTIDO TRABALHISTA CRISTÃO,143,40,1,1,1,1,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2007,CLAUDIA JUREMA DA CONCEICAO SILVA,APTO,52,POR UM RIO FELIZ,190000050205,20,PARTIDO SOCIAL CRISTÃO,143,64,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,2849,MARCELO NOGUEIRA,APTO,48,PARTIDO ISOLADO,250000050631,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,143,41,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,6505,GABRIELA DE OLIVEIRA ZOCH,APTO,39,PARTIDO ISOLADO,210000050247,65,PARTIDO COMUNISTA DO BRASIL,143,25,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,9075,FRANCISCA FERREIRA DE OLIVEIRA,APTO,37,PARTIDO ISOLADO,250000050020,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,143,96,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5137,LUIZ FERNANDO FILIPPI SAMBIASE,APTO,81,PARTIDO ISOLADO,250000050086,51,PATRIOTA,142,91,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2063,RISOLENE GOMES DE ARAUJO,APTO,63,POR UM RIO FELIZ,190000050205,20,PARTIDO SOCIAL CRISTÃO,142,65,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2820,EDIEMIR CASTELLO BRANCO,APTO,57,PARTIDO ISOLADO,190000050716,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,142,45,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,2712,SIMONE BISINOTTO GOMES,APTO,50,PRA MUDAR DE VERDADE,50000050210,27,DEMOCRACIA CRISTÃ,142,49,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,7068,VALÉRIA MARTINS VIEIRA,APTO,44,PARTIDO ISOLADO,250000050187,70,AVANTE,142,95,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7059,ADRIANA JUSTINO,INAPTO,42,PARTIDO ISOLADO,130000050180,70,AVANTE,142,71,3,3,3,3,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,7059,ROSEMIRIA ARACI DE LIMA SOUZA,APTO,41,PARTIDO ISOLADO,130000050180,70,AVANTE,142,72,3,3,3,3,0,0,0,0
SC,2018,6,DEPUTADO FEDERAL,3666,GASPARINO MARTINHO RODRIGUES,APTO,72,PARTIDO ISOLADO,240000050256,36,PARTIDO TRABALHISTA CRISTÃO,141,16,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,4373,ROSANA CLÁUDIA ZEFERINO DE SOUZA,APTO,45,#MINAS PARA TODOS,130000050539,43,PARTIDO VERDE,141,77,8,8,8,8,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,5161,LILIAM ANTONIA SALES ALMEIDA,APTO,45,RENOVAÇÃO,130000050269,51,PATRIOTA,141,55,2,2,2,2,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,9035,VICTOR THIAGO PORTO DOS SANTOS,APTO,35,FRENTE DO TRABALHO POR TODOS OS BAIANOS,50000050213,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,141,22,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2909,VITOR DE OLIVEIRA MORAES LARA,APTO,33,PARTIDO ISOLADO,190000050419,29,PARTIDO DA CAUSA OPERÁRIA,141,1,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4466,SUELI DE BARROS CABRAL,APTO,70,PARTIDO ISOLADO,190000050661,44,PARTIDO REPUBLICANO PROGRESSISTA,140,61,1,1,1,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2806,MARIA LUCIA SOARES MAYER,APTO,63,MINAS À FRENTE,130000050468,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,140,73,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,7082,MARCIA PEREIRA PEDRO BATISTA,APTO,53,PARTIDO ISOLADO,250000050187,70,AVANTE,140,96,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,4531,LISIANE SENNA FIALHO,APTO,43,O RIO TEM JEITO,190000050094,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,140,67,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1907,FRANCISCA VALDENICE CASTELO BRANCO,APTO,60,JUNTOS PELO RIO,190000050120,19,PODEMOS,139,58,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3305,VALÉRIO GRACIANO,APTO,58,Coligação Mobilização Sustentável por São Paulo,250000050467,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,139,73,0,0,0,0,0,0,0,0
DF,2018,6,DEPUTADO FEDERAL,2929,RICARDO DE SOUSA MACHADO,APTO,57,PARTIDO ISOLADO,70000050437,29,PARTIDO DA CAUSA OPERÁRIA,139,1,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1336,RODINEI PRADO DE OLIVEIRA,APTO,48,PARTIDO ISOLADO,160000050614,13,PARTIDO DOS TRABALHADORES,139,33,3,3,3,3,0,0,0,0
ES,2018,6,DEPUTADO FEDERAL,1477,ORESTE RODRIGUES CAMPOS,APTO,81,INOVAÇÃO COM COMPETENCIA,80000050761,14,PARTIDO TRABALHISTA BRASILEIRO,138,16,0,0,0,0,0,0,0,0
MS,2018,6,DEPUTADO FEDERAL,7080,LEONISE PEREIRA DE ARAUJO,APTO,64,AVANÇAR COM RESPONSABILIDADE V,120000050412,70,AVANTE,138,16,2,2,2,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2791,MARLI NASCIMENTO CORREA,APTO,63,Rio Sustentável,190000050675,27,DEMOCRACIA CRISTÃ,138,61,0,1,0,1,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,1919,RICARDO OLIVEIRA DA SILVA CRUZ,INAPTO,41,A FORÇA DO TRABALHO I,150000050226,19,PODEMOS,138,24,6,6,6,6,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,1970,EUCLIDES RODRIGUES DOS SANTOS,APTO,52,PARTIDO ISOLADO,130000050653,19,PODEMOS,137,25,1,1,1,1,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,2741,WELLINGTON DA SILVA BARBOSA,APTO,25,PARTIDO ISOLADO,170000050451,27,DEMOCRACIA CRISTÃ,137,9,0,0,0,0,0,0,0,0
RO,2018,6,DEPUTADO FEDERAL,2544,JUSSARA TEREZINHA GOTTLIEB,APTO,68,"RONDÔNIA, ESPERANÇA DE UM NOVO TEMPO",220000050260,25,DEMOCRATAS,136,12,2,2,2,2,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,5025,JOÃO CARLOS FRAGOSO DE SOUZA,APTO,51,Independência e Luta para Mudar o Rio Grande,21000005e4,50,PARTIDO SOCIALISMO E LIBERDADE,136,37,0,1,0,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2557,CLAUDIONOR SILVA MIRANDA,APTO,43,RECONSTRUÇÃO JÁ,130000050355,25,DEMOCRATAS,136,76,12,12,12,12,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,5541,THATIANA SILVA DE CARVALHO,APTO,30,PARTIDO ISOLADO,190000050208,55,PARTIDO SOCIAL DEMOCRÁTICO,136,57,4,3,4,3,0,0,0,0
SE,2018,6,DEPUTADO FEDERAL,2511,MONICLEIA DE ANDRADE,APTO,43,DIGNIDADE PARA O POVO,260000050282,25,DEMOCRATAS,135,15,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1019,OSVALDO BUSKEI,APTO,74,"PRB, PHS, AVANTE",160000050507,10,PARTIDO REPUBLICANO BRASILEIRO,134,38,2,2,2,2,0,0,0,0
RN,2018,6,DEPUTADO FEDERAL,5109,REVIL ALVES DOS SANTOS,APTO,70,RENOVA RN IV,200000050045,51,PATRIOTA,134,13,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,9093,GEILDA BRANDÃO LAURINDO,APTO,62,PARTIDO ISOLADO,250000050020,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,134,97,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,5082,JAILTON DOS SANTOS SILVA,APTO,40,PSOL-PCB,160000050699,50,PARTIDO SOCIALISMO E LIBERDADE,134,28,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3353,NELSON SOARES SILVEIRA,APTO,66,Coligação Mobilização Sustentável por São Paulo,250000050467,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,133,74,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,1039,RUBENS SANCHEZ PROENÇA,APTO,63,PARTIDO ISOLADO,250000050175,10,PARTIDO REPUBLICANO BRASILEIRO,133,98,6,6,6,6,0,0,0,0
MA,2018,6,DEPUTADO FEDERAL,1750,LOURDES CONCEIÇÃO GAYA DE OLIVEIRA,APTO,61,JUNTOS PELO MARANHÃO 1,100000050372,17,PARTIDO SOCIAL LIBERAL,133,26,0,0,0,0,0,0,0,0
BA,2018,6,DEPUTADO FEDERAL,2598,ANA VIRGINIA TAVARES LISBOA DE CERQUEIRA,APTO,59,UNIDOS PARA MUDAR A BAHIA,50000050223,25,DEMOCRATAS,133,55,6,5,6,5,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3199,EDSON LOPES DA SILVA,APTO,52,COMPROMISSO POR MINAS,130000050726,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,133,72,2,2,2,2,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,3105,RENACI HENRIQUE ALVES,APTO,44,PARTIDO ISOLADO,90000050364,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,133,20,0,0,0,0,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5064,SIMONE FRANCISCA SOARES,APTO,41,A Esperança Não Tem Medo,170000050194,50,PARTIDO SOCIALISMO E LIBERDADE,133,35,0,0,0,0,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,2810,EMMANUELLE MARINA ALVES DA SILVA,APTO,36,FORÇA DA ESPERANÇA III,150000050421,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,133,23,1,1,1,1,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,2939,DAIANE DANTAS DO NASCIMENTO,APTO,27,PARTIDO ISOLADO,160000050456,29,PARTIDO DA CAUSA OPERÁRIA,133,1,0,0,0,0,0,0,0,0
PA,2018,6,DEPUTADO FEDERAL,5470,GUSTAVO EZEQUIEL DA SILVA ROCHA,APTO,24,JUNTOS PARA MUDAR,140000050125,54,PARTIDO PÁTRIA LIVRE,133,26,1,1,1,1,0,0,0,0
ES,2018,6,DEPUTADO FEDERAL,1015,ROSANI CHAGAS TURETA,APTO,54,COLIGAÇÃO EM DEFESA DA VIDA E DA FAMILIA,80000050196,10,PARTIDO REPUBLICANO BRASILEIRO,132,21,4,3,4,3,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1968,LUIS CARLOS DA SILVA,APTO,50,JUNTOS PELO RIO,190000050120,19,PODEMOS,132,59,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5168,ALBENISIA SOUZA NASCIMENTO,APTO,45,PARTIDO ISOLADO,250000050086,51,PATRIOTA,132,92,0,0,0,0,0,0,0,0
RN,2018,6,DEPUTADO FEDERAL,5177,UARTA DANTAS DA SILVA AMORIM,APTO,39,RENOVA RN IV,200000050045,51,PATRIOTA,132,14,0,0,0,0,0,0,0,0
ES,2018,6,DEPUTADO FEDERAL,2723,CLEONICE FERREIRA PINHEIRO,APTO,58,PARTIDO ISOLADO,80000050724,27,DEMOCRACIA CRISTÃ,131,10,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,3669,ADAIR FERREIRA DE ALMEIDA,APTO,50,ENDIREITA BRASIL,160000050714,36,PARTIDO TRABALHISTA CRISTÃO,131,42,3,3,3,3,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,4417,AMARILDO GONÇALVES DA SILVA,APTO,53,UNIDOS PELO PARANÁ,160000050563,44,PARTIDO REPUBLICANO PROGRESSISTA,130,34,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,9071,JOÃO MARIA FAGUNDES DOS SANTOS,APTO,49,ENDIREITA RIO GRANDE,210000050101,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,130,36,4,4,4,4,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,5131,SIRLEI DA APARECIDA BITTARELLO,INAPTO,45,ENDIREITA BRASIL,160000050714,51,PATRIOTA,130,43,3,3,3,3,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,2055,VIVIANE BIBIANE DE OLIVEIRA,APTO,41,RIO GRANDE VENCEDOR,210000050441,20,PARTIDO SOCIAL CRISTÃO,130,41,1,1,1,1,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,1401,MARIA OLGA ARAÚJO DE CARVALHO E SÁ,APTO,40,PERNAMBUCO VAI MUDAR COM SEUS DEPUTADOS FEDERAIS,170000050453,14,PARTIDO TRABALHISTA BRASILEIRO,130,26,6,6,6,6,0,0,0,0
AC,2018,6,DEPUTADO FEDERAL,1220,DINEIA ANDRADE PINHEIRO,APTO,30,PARTIDO ISOLADO,10000050063,12,PARTIDO DEMOCRÁTICO TRABALHISTA,130,13,0,1,0,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3534,EVERALDINA COSTA GAMA DE OLIVEIRA,APTO,70,UNIDOS POR SÃO PAULO,250000050366,35,PARTIDO DA MULHER BRASILEIRA,129,100,2,2,3,3,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,1339,ANGELA MARIA DE FATIMA PADILHA,INAPTO,60,PARTIDO ISOLADO,160000050614,13,PARTIDO DOS TRABALHADORES,129,34,3,3,3,3,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4318,JACIRA GOMES GONÇALVES GÓES,APTO,60,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,129,78,1,1,1,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3653,MARIA REALINA MORAES,APTO,57,RENOVAÇÃO,130000050269,36,PARTIDO TRABALHISTA CRISTÃO,129,56,2,2,2,2,0,0,0,0
AC,2018,6,DEPUTADO FEDERAL,1593,EUDEMIR GOMES BEZERRA,APTO,49,Mudança e Competência 1,10000050074,15,MOVIMENTO DEMOCRÁTICO BRASILEIRO,129,16,6,5,6,5,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3652,WILLIANS ROCHA MONTEIRO,APTO,46,PARTIDO ISOLADO,250000050515,36,PARTIDO TRABALHISTA CRISTÃO,129,24,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3136,MARIA DAS GRAÇAS COSTA,APTO,63,COMPROMISSO POR MINAS,130000050726,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,128,73,2,2,2,2,0,0,0,0
AP,2018,6,DEPUTADO FEDERAL,4334,ILKA PEREIRA DE SOUZA,APTO,50,FORÇA E TRABALHO,30000050608,43,PARTIDO VERDE,128,14,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4384,MARIA DO CARMO SILVA,APTO,79,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,127,79,1,1,1,1,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,2856,HEZIO HENRIQUE DA SILVA,APTO,57,MINAS À FRENTE,130000050468,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,127,74,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,9015,ZENILDA LUCIANA MATOS FERREIRA DA SILVA,APTO,54,PARTIDO ISOLADO,250000050020,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,127,98,0,0,0,0,0,0,0,0
PB,2018,6,DEPUTADO FEDERAL,5015,JOSEFA PAULINO AMORIM,APTO,51,PARTIDO ISOLADO,150000050008,50,PARTIDO SOCIALISMO E LIBERDADE,127,6,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,1098,MARLENE DE OLIVEIRA LOPES,APTO,49,PARTIDO ISOLADO,190000050720,10,PARTIDO REPUBLICANO BRASILEIRO,127,54,3,2,3,2,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,2016,SERGIO NASCIMENTO DE BRITO,APTO,45,POR UM RIO FELIZ,190000050205,20,PARTIDO SOCIAL CRISTÃO,127,66,2,2,2,2,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,4413,ANGÉLICA GERHARDT,APTO,43,RIO GRANDE VENCEDOR,210000050441,44,PARTIDO REPUBLICANO PROGRESSISTA,127,42,1,1,1,1,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5131,EDILENE PEREIRA DA SILVA,APTO,39,PARTIDO ISOLADO,170000050462,51,PATRIOTA,127,30,1,1,1,1,0,0,0,0
MS,2018,6,DEPUTADO FEDERAL,2828,PRISCILA FERNANDA ALENCAR PESSOA,APTO,37,"AMOR, TRABALHO E FÉ I",120000050667,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,127,12,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4361,SAMANTHA FREIRE DIAS,APTO,35,PARTIDO ISOLADO,250000050304,43,PARTIDO VERDE,127,80,1,1,1,1,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,4351,CLICEU ANTUNES PEREIRA,APTO,71,PARTIDO ISOLADO,160000050347,43,PARTIDO VERDE,126,39,1,1,1,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,9006,MAURICIO SOUZA DOS SANTOS,APTO,58,PARTIDO ISOLADO,250000050020,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,126,99,0,0,0,0,0,0,0,0
GO,2018,6,DEPUTADO FEDERAL,3310,MARCIELA RODRIGUES DE JESUS,APTO,25,A MUDANÇA É AGORA II,90000050145,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,126,26,0,1,0,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,9049,MARIA DE LOURDES CAVALCANTI SROUR,APTO,69,PARTIDO ISOLADO,250000050020,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,125,100,0,0,0,0,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,4035,ELEMAR DE BASTOS,APTO,60,Unidos pelo Rio Grande,210000050033,40,PARTIDO SOCIALISTA BRASILEIRO,125,42,3,3,4,3,0,0,0,0
RS,2018,6,DEPUTADO FEDERAL,9027,JAQUELINE DIAS CEZIMBRA,APTO,50,ENDIREITA RIO GRANDE,210000050101,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,125,37,4,4,4,4,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,2827,PAULO RICARDO SIMONAGIO,APTO,49,PARTIDO ISOLADO,250000050631,28,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,125,42,0,0,0,0,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,9040,CARLOS CÉSAR ARAÚJO TEIXEIRA,APTO,45,PARTIDO ISOLADO,60000050042,90,PARTIDO REPUBLICANO DA ORDEM SOCIAL,125,28,2,2,2,2,0,0,0,0
MT,2018,6,DEPUTADO FEDERAL,2344,RUTE CRISTINA GOMES EVANGELISTA,APTO,41,SEGUE EM FRENTE MATO GROSSO II,110000050557,23,PARTIDO POPULAR SOCIALISTA,125,18,1,1,1,1,0,0,0,0
MS,2018,6,DEPUTADO FEDERAL,4323,LAERCIO VOLPI,APTO,74,O Nosso Movimento é por Mudança,120000050158,43,PARTIDO VERDE,124,14,0,0,0,0,0,0,0,0
RO,2018,6,DEPUTADO FEDERAL,2545,DJAIR INDALECIO VALENSI PRIETO,APTO,73,"RONDÔNIA, ESPERANÇA DE UM NOVO TEMPO",220000050260,25,DEMOCRATAS,124,13,2,2,2,2,0,0,0,0
PE,2018,6,DEPUTADO FEDERAL,5161,MARIA CRISTIANE DE ALBUQUERQUE,APTO,51,PARTIDO ISOLADO,170000050462,51,PATRIOTA,124,31,1,1,1,1,0,0,0,0
AC,2018,6,DEPUTADO FEDERAL,1771,RAIMUNDO RICARDO GOMES DA SILVA,APTO,42,Muda Acre de Verdade,10000050011,17,PARTIDO SOCIAL LIBERAL,124,8,0,0,0,0,0,0,0,0
CE,2018,6,DEPUTADO FEDERAL,4410,FRANCISCO ORLANCY MARQUES SILVA,APTO,39,"PDT, PTB, DEM, PSB, PRP, PPL",60000050323,44,PARTIDO REPUBLICANO PROGRESSISTA,124,29,8,8,8,8,0,0,0,0
PA,2018,6,DEPUTADO FEDERAL,5178,ENILDE DE FIGUEIREDO PINHEIRO,APTO,65,Pará Renova,140000050270,51,PATRIOTA,123,24,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,7024,PAULINA ROSA DE SOUZA JACINTO,APTO,59,PARTIDO ISOLADO,250000050187,70,AVANTE,123,97,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,5126,RICARDO GUIRON,APTO,43,PARTIDO ISOLADO,250000050086,51,PATRIOTA,123,93,0,0,0,0,0,0,0,0
MG,2018,6,DEPUTADO FEDERAL,3162,CLEVIA ALVES PEREIRA,APTO,39,COMPROMISSO POR MINAS,130000050726,31,PARTIDO HUMANISTA DA SOLIDARIEDADE,123,74,2,2,2,2,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4425,VIVIAN GONÇALVES DOS PASSOS,APTO,38,PARTIDO ISOLADO,250000050480,44,PARTIDO REPUBLICANO PROGRESSISTA,123,67,0,0,0,0,0,0,0,0
PR,2018,6,DEPUTADO FEDERAL,4307,KELLY BERENICE DA SILVA COSTA,APTO,34,PARTIDO ISOLADO,160000050347,43,PARTIDO VERDE,123,40,1,1,1,1,0,0,0,0
RR,2018,6,DEPUTADO FEDERAL,1412,IONE NEVES CUNHA,APTO,32,COMPROMISSO COM RORAIMA,230000050425,14,PARTIDO TRABALHISTA BRASILEIRO,123,16,0,1,0,1,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,4468,VERA APARECIDA DE OLIVEIRA MASSON,APTO,67,PARTIDO ISOLADO,250000050480,44,PARTIDO REPUBLICANO PROGRESSISTA,122,68,0,0,0,0,0,0,0,0
SP,2018,6,DEPUTADO FEDERAL,3389,MARILU DE PAULA AMARANTE,APTO,60,Coligação Mobilização Sustentável por São Paulo,250000050467,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,122,75,0,0,0,0,0,0,0,0
RJ,2018,6,DEPUTADO FEDERAL,6516,MALVINA DE OLIVEIRA XAVIER DAUMAS,APTO,53,FRENTE POPULAR,190000050362,65,PARTIDO COMUNISTA DO BRASIL,122,32,3,3,3,3,0,0,0,0
